Gene,YN00_mean,YN00_median,NG86_mean,NG86_median,LWL85_mean,LWL85_median,LWL85m_mean,LWL85m_median,LPB93_mean,LPB93_median
YDL099W,0.3714219,0.27027027,0.264084203,0.192708333,0.214711326,0.15,0.33612187,0.272727273,0.503441737,0.347826087
YDL100C,0.129659591,0.063414634,0.092777975,0.045283019,0.079671262,0.035714286,0.10468647,0.055555556,0.199107625,0.0625
YDL101C,0.168104785,0.096774194,0.118315018,0.066115702,0.065755191,0.027027027,0.277777548,0.125,0.197791169,0.071428571
YDL102W,0.188751479,0.164383562,0.165616132,0.145985401,0.084600287,0.071428571,0.140890564,0.125,0.133005334,0.111111111
YDL103C,0.149465902,0.123404255,0.115391004,0.094736842,0.070596214,0.058823529,0.202410834,0.157894737,0.154723448,0.105263158
YDL104C,0.323593323,0.228571429,0.310566295,0.220689655,0.314512157,0.1875,0.162391621,0.115384615,0.290107162,0.208333333
YDL105W,0.110781949,0.079710145,0.093145613,0.06875,0.116448316,0.095238095,0.160627534,0.125,0.148307731,0.090909091
YDL106C,0.279072721,0.223776224,0.217211547,0.171428571,0.220767459,0.166666667,0.295622024,0.1875,0.339955004,0.208333333
YDL107W,0.672342075,0.5,0.42525097,0.315789474,0.350334899,0.238095238,0.600371584,0.2,0.696131793,0.28
YDL108W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL109C,0.413337006,0.36318408,0.309070832,0.266932271,0.250891951,0.208333333,0.383320683,0.294117647,0.390132952,0.294117647
YDL110C,0.172644004,0,0.121781624,0,0.094861947,0,0.19305553,0,0.228524571,0
YDL111C,0.276716887,0.211764706,0.208575491,0.161904762,0.15030017,0.107142857,0.123868918,0.125,0.178167262,0.125
YDL112W,0.637486736,0.46728972,0.411497568,0.3,0.342260299,0.235294118,0.457465376,0.4,0.508888469,0.384615385
YDL113C,0.425511344,0.275862069,0.312516626,0.203296703,0.292284189,0.1875,0.586195259,0.375,0.582852201,0.307692308
YDL114W-A,0.025977441,0,0.016060851,0,0.021745883,0,0.46102284,0.481481481,0.045431342,0
YDL114W,0.307517077,0.325581395,0.27105567,0.293706294,0.21205761,0.2,0.411909745,0.333333333,0.405259429,0.333333333
YDL115C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL116W,0.369224278,0.323232323,0.269102651,0.238095238,0.179423799,0.142857143,0.37393162,0.285714286,0.395432416,0.333333333
YDL117W,0.185755289,0.142076503,0.145726293,0.109324759,0.072161851,0.045454545,0.184336246,0.142857143,0.179348953,0.129032258
YDL118W,0.453396359,0.385416667,0.363663449,0.309734513,0.29615501,0.25,0.695050881,0.571428571,0.609021288,0.571428571
YDL119C,0.130291319,0,0.104150006,0,0.083520282,0,0.13563423,0,0.162597306,0
YDL120W,0.043408374,0,0.037515776,0,0.029569636,0,0.049715633,0,0.067507468,0
YDL121C,0.142169214,0,0.108928018,0,0.083907415,0,0.156080663,0,0.180120476,0
YDL122W,0.224560021,0.150326797,0.154646002,0.104477612,0.118671691,0.076923077,0.182592371,0.111111111,0.196734249,0.117647059
YDL123W,0.18884527,0.142259414,0.143834072,0.108843537,0.092208476,0.066666667,0.098284641,0.043478261,0.144669719,0.1
YDL124W,0.411789972,0.27027027,0.285358563,0.184931507,0.241528838,0.139534884,0.328891459,0.24137931,0.404498027,0.25
YDL125C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL126C,0.049054242,0.028901734,0.043228724,0.025773196,0.02695893,0,0.016763026,0,0.016998999,0
YDL127W,0.320652548,0.225352113,0.212820301,0.147368421,0.156529249,0.1,0.281789632,0.166666667,0.298361854,0.166666667
YDL128W,0.260566523,0.214953271,0.196740677,0.16080402,0.180832151,0.142857143,0.173180555,0.15,0.211532282,0.166666667
YDL129W,0.399427412,0.390243902,0.312792853,0.304568528,0.267700922,0.2,0.481513034,0.416666667,0.459496297,0.375
YDL130W-A,0.113443484,0,0.087641546,0,0.066940315,0,0.174264517,0,0.170667871,0
YDL130W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL131W,0.058067445,0,0.047438822,0,0.040079412,0,0.038574211,0,0.059615399,0
YDL132W,0.187831558,0.107843137,0.126629944,0.074626866,0.077838618,0,0.09924395,0.052631579,0.137931978,0
YDL133C-A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YDL133W,0.271644393,0.185840708,0.219071645,0.149253731,0.161459272,0.090909091,0.200726635,0.166666667,0.298632144,0.2
YDL134C,0.055966662,0,0.044430119,0,0.036464155,0,0.056187152,0,0.065715364,0
YDL135C,0.226518796,0.198275862,0.153364143,0.135483871,0.13927553,0.117647059,0.282171151,0.222222222,0.223322444,0.111111111
YDL136W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL137W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL138W,0.4940883,0.4,0.378228965,0.303571429,0.271085335,0.214285714,0.428239639,0.333333333,0.458299873,0.333333333
YDL139C,0.340160279,0.235955056,0.221364161,0.153638814,0.164852627,0.12195122,0.27666698,0.230769231,0.289611886,0.2
YDL140C,0.091321608,0.035294118,0.088850759,0.033707865,0.008023383,0,0.012167074,0,0.012052935,0
YDL141W,0.180704651,0.141304348,0.149351372,0.118483412,0.105505322,0.086956522,0.171382123,0.153846154,0.182599596,0.142857143
YDL142C,0.171630952,0.125,0.143958415,0.10738255,0.233508693,0.2,0.413241835,0.5,0.379741126,0.333333333
YDL143W,0.066812487,0,0.051085556,0,0.010407943,0,0.102811347,0,0.075678974,0
YDL144C,0.28037521,0.194029851,0.219065771,0.155279503,0.272845629,0.230769231,0.4571278,0.4,0.531004098,0.4
YDL145C,0.263134391,0.198275862,0.211627423,0.161764706,0.145182844,0.1,0.161047829,0.125,0.194516297,0.153846154
YDL146W,0.161169298,0.125,0.113433615,0.089473684,0.079817256,0.058823529,0.153816241,0.12,0.195726937,0.142857143
YDL147W,0.221501347,0.148648649,0.137343776,0.094339623,0.048814366,0,0.193547051,0.166666667,0.138871574,0
YDL148C,0.35885502,0.229166667,0.26654577,0.175,0.196860035,0.133333333,0.323095705,0.142857143,0.392975026,0.25
YDL149W,0.321139609,0.217142857,0.208915305,0.140522876,0.150355921,0.090909091,0.354473799,0.2,0.305436204,0.1875
YDL150W,0.234656314,0.162561576,0.176806184,0.124497992,0.179146933,0.115384615,0.234955067,0.166666667,0.257150764,0.181818182
YDL151C,0.147208201,0,0.102205158,0,0.082539427,0,0.149073734,0,0.137229471,0
YDL152W,0.765288741,0.668508287,0.512595697,0.454166667,0.429308178,0.375,0.630185323,0.533333333,0.862563956,0.571428571
YDL153C,0.796238326,0.674418605,0.60060577,0.5,0.633925223,0.428571429,0.448841135,0.2,1.123061637,0.545454545
YDL154W,0.305997762,0.265151515,0.251158636,0.217573222,0.196293622,0.166666667,0.314073393,0.266666667,0.324967392,0.272727273
YDL155W,0.167731867,0.130177515,0.120396729,0.093023256,0.112603913,0.074074074,0.209057065,0.153846154,0.14957181,0.058823529
YDL156W,0.24797723,0.232758621,0.183546487,0.173611111,0.139387572,0.133333333,0.344239715,0.333333333,0.293808248,0.25
YDL157C,0.382635317,0.333333333,0.301988413,0.262773723,0.265666756,0.214285714,0.374236985,0.25,0.491868936,0.4375
YDL158C,0.234265063,0.243902439,0.173296669,0.178723404,0.147202954,0.148148148,0.129968499,0.085714286,0.254453907,0.151515152
YDL159C-B,0.149477012,0,0.107458509,0,0.10620884,0,0.031970225,0,0.158576701,0
YDL159W-A,0.168281823,0.215238095,0.103108478,0.128571429,0.076567926,0.104651163,0.687743823,0.52173913,0.203980563,0.260869565
YDL159W,0.091751211,0.075,0.07174256,0.056737589,0.070648072,0.055555556,0.243527353,0.2,0.145702957,0.1
YDL160C-A,0.085145051,0,0.056662121,0,0.048510426,0,0.035971516,0,0.065390372,0
YDL160C,0.050060145,0,0.038326812,0,0.004795836,0,0.06786085,0,0.082889137,0
YDL161W,0.215806112,0.162790698,0.14461409,0.107954545,0.102338875,0,0.278102955,0.166666667,0.266131151,0.142857143
YDL162C,0.839754227,0.757281553,0.641593939,0.579365079,0.578160746,0.538461538,0.587112175,0.491803279,1.037465058,0.875
YDL163W,0.308698356,0.428571429,0.222984649,0.309859155,0.194641449,0.266666667,0.378034297,0.277777778,0.333844096,0.238095238
YDL164C,0.161658956,0.092307692,0.126392516,0.075949367,0.078979633,0.03125,0.131925618,0.05,0.154417418,0.04
YDL165W,0.047125943,0,0.033823042,0,0.027634248,0,0.038611207,0,0.051525221,0
YDL166C,0.119540294,0.068181818,0.076809312,0.042424242,0.069072149,0.037735849,0.090096455,0.060606061,0.121474998,0.06122449
YDL167C,0.39568522,0.324324324,0.313774418,0.265151515,0.225082537,0.142857143,0.356291182,0.25,0.347124539,0.25
YDL168W,0.243584285,0.171532847,0.217032613,0.155405405,0.186647667,0.133333333,0.333671423,0.235294118,0.345013912,0.238095238
YDL169C,0.354135963,0.369047619,0.242053791,0.254180602,0.210076263,0.125,0.389148271,0.214285714,0.497697263,0.25
YDL170W,0.249099617,0.217741935,0.151966581,0.134228188,0.093941626,0.0625,0.225428952,0.166666667,0.281733276,0.2
YDL171C,0.123458643,0.06870229,0.106413938,0.058823529,0.038454324,0,0.058408034,0,0.064240902,0.045454545
YDL172C,0.649508614,0.568965517,0.37187054,0.325581395,0.310837598,0.222222222,0.552849534,0.6,0.529960904,0.6
YDL173W,0.341137211,0.207792208,0.232880703,0.145631068,0.187767659,0.090909091,0.230432613,0.166666667,0.264313982,0.166666667
YDL174C,0.076368473,0.050314465,0.05394412,0.034313725,0.054513896,0,0.100159374,0,0.098015425,0
YDL175C,0.170540364,0.08125,0.142536081,0.06557377,0.126801159,0.068965517,0.108620288,0.0625,0.212209846,0.0625
YDL176W,0.12712212,0.051587302,0.106512331,0.041958042,0.057791666,0,0.078682638,0,0.119301274,0
YDL177C,0.203172396,0.241071429,0.154759902,0.183150183,0.120771115,0.137931034,0.195576953,0.208333333,0.184671096,0.185185185
YDL178W,0.088160799,0.048387097,0.066396284,0.035555556,0.029451106,0,0.091554694,0,0.100935577,0
YDL179W,0.194293254,0.128205128,0.149788727,0.097902098,0.112679225,0.066666667,0.170096256,0.111111111,0.185768138,0.111111111
YDL180W,0.515759323,0.40625,0.36514803,0.289156627,0.293775973,0.25,0.583729317,0.466666667,0.650440101,0.5
YDL181W,0.019232655,0,0.01339059,0,0.011993658,0,0.006844514,0,0.017288073,0
YDL182W,0.035839937,0,0.026428484,0,0.02957256,0,0.0293198,0,0.025836922,0
YDL183C,0.138552787,0.092715232,0.108205235,0.076086957,0.136096334,0.1,0.194339636,0.111111111,0.23802319,0.125
YDL184C,0.005094862,0,0.002157426,0,0.001950529,0,nan,nan,0.005765535,0
YDL185C-A,0.0631672,0,0.047807117,0,0.042816983,0,0.061472144,0,0.097528244,0
YDL185W,0.081355086,0.084063047,0.075808858,0.07781457,0.04635165,0.060606061,0.078363648,0.103448276,0.079397152,0.104166667
YDL186W,0.549841104,0.362637363,0.427346985,0.279279279,0.35723288,0.272727273,0.300348888,0.263157895,0.628573563,0.5
YDL187C,0.268615752,0.405660377,0.197455485,0.305343511,0.447106128,0.285714286,0.43426043,0.5,0.975910931,0.5
YDL188C,0.039444838,0,0.029310178,0,0.026217851,0,0.036504883,0,0.045845198,0
YDL189W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL190C,0.14600485,0.120967742,0.102864246,0.085106383,0.044787098,0,0.092302018,0.076923077,0.088373037,0.058823529
YDL191W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL192W,0.000422014,0,0.000341521,0,0.000262648,0,0.00029736,0,0.000469379,0
YDL193W,0.22534853,0.180451128,0.172698126,0.13877551,0.144948379,0.117647059,0.191062278,0.142857143,0.194665214,0.142857143
YDL194W,0.281026032,0.163934426,0.261365609,0.153374233,0.20908799,0.105263158,0.252526681,0.181818182,0.323223653,0.181818182
YDL195W,0.287983677,0.180722892,0.219328589,0.14,0.157633599,0.090909091,0.236501863,0.142857143,0.225354166,0.142857143
YDL196W,0.918708664,0.803738318,0.684969122,0.601503759,0.606808793,0.517241379,0.874173748,0.823529412,1.260421456,1.125
YDL197C,0.565619057,0.47752809,0.349840779,0.292035398,0.271513687,0.233333333,0.653638231,0.5,0.546574495,0.421052632
YDL198C,0.04215087,0,0.03412682,0,0.020917026,0,0.020065056,0,0.02699403,0
YDL199C,0.255108016,0.16344086,0.187594952,0.120634921,0.115815922,0.078947368,0.153626149,0.12,0.215118519,0.133333333
YDL200C,0.304164153,0.184615385,0.230580741,0.141104294,0.197211932,0.117647059,0.46603021,0.222222222,0.4593323,0.222222222
YDL201W,0.117804517,0.112627986,0.078296407,0.071782178,0.051301355,0.045454545,0.072398425,0.03030303,0.100145362,0.047619048
YDL202W,0.148105013,0.085972851,0.097014955,0.056478405,0.071805387,0.03125,0.17709151,0.111111111,0.174031619,0.090909091
YDL203C,0.283942523,0.203703704,0.216735776,0.157894737,0.183323664,0.131578947,0.185276859,0.125,0.268095323,0.142857143
YDL204W,0.329695534,0.269662921,0.236243096,0.192982456,0.20437529,0.166666667,0.307214049,0.1875,0.33119563,0.206896552
YDL205C,0.17422638,0,0.13227342,0,0.11078619,0,0.224721503,0.05,0.21960422,0
YDL206W,0.291736936,0.208333333,0.232608841,0.168604651,0.165097088,0.105263158,0.316360764,0.2,0.305423275,0.2
YDL207W,0.276105151,0.212871287,0.19958436,0.155642023,0.140730483,0.111111111,0.165655472,0.130434783,0.25467604,0.176470588
YDL208W,0.046507057,0,0.033275917,0,0.02409786,0,0.039770016,0,0.040328285,0
YDL209C,0.267755543,0.208,0.234024863,0.18115942,0.20596486,0.142857143,0.293559089,0.125,0.351608306,0.1875
YDL210W,0.176095388,0.111111111,0.167047142,0.106666667,0.111329816,0.045454545,0.106328338,0.0625,0.169470636,0.055555556
YDL211C,0.565677978,0.419354839,0.45529926,0.333333333,0.401800745,0.333333333,0.694284129,0.6,0.734645689,0.548387097
YDL212W,0.061802279,0,0.045596184,0,0.041946037,0,0.018587377,0,0.028594872,0
YDL213C,0.068246654,0,0.048072195,0,0.029693068,0,0.075456618,0,0.072008526,0
YDL214C,0.761743621,0.657142857,0.591745898,0.505882353,0.493849504,0.428571429,0.90100794,0.75,0.964896486,0.75
YDL215C,0.276356905,0.168316832,0.209369923,0.126984127,0.121435077,0.0625,0.170690452,0.111111111,0.20049996,0.111111111
YDL216C,0.318354007,0.253164557,0.266455295,0.214285714,0.269921718,0.263157895,0.55461553,0.5,0.435741324,0.363636364
YDL217C,0.035709403,0,0.039027512,0,0.035952032,0,0.036100493,0,0.040185912,0
YDL218W,0.240654379,0.133928571,0.193204178,0.106870229,0.158559226,0.086956522,0.139095476,0.043478261,0.243051586,0.12
YDL219W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDL220C,0.516613645,0.449612403,0.338046448,0.308056872,0.272705241,0.263157895,0.512408848,0.5,0.505514303,0.5
YDL221W,0.724282363,0.652892562,0.530979644,0.483443709,0.436113958,0.4375,0.467478095,0.24137931,0.712586432,0.5
YDL222C,0.214624006,0.138888889,0.163421345,0.105263158,0.125132154,0.071428571,0.186704543,0.1,0.203585118,0.111111111
YDL223C,0.564054096,0.391304348,0.432565071,0.289473684,0.391117985,0.263157895,0.528839361,0.388888889,0.518015896,0.375
YDL224C,0.200526259,0.175879397,0.17437817,0.147727273,0.110896717,0,0.143482484,0,0.172814062,0
YDL225W,0.25483125,0.172043011,0.207474904,0.145454545,0.127294696,0.055555556,0.250261512,0.088235294,0.357644648,0.181818182
YDL226C,0.221043868,0.178082192,0.171014329,0.137142857,0.123311872,0.076923077,0.183674333,0.1,0.201215813,0.105263158
YDL227C,0.313979264,0.214285714,0.280367078,0.197368421,0.220340289,0.153846154,0.401115281,0.25,0.443016393,0.25
YDL228C,0.316302666,0.35,0.233694852,0.263157895,0.82570336,1,0.123748749,0.076923077,2.221466883,3
YDL229W,0.016601814,0,0.011972834,0,0.000294023,0,0.000305883,0,0.000500681,0
YDL230W,0.202357027,0.127272727,0.149530737,0.094202899,0.072733175,0.029411765,0.099998175,0.047619048,0.155559412,0.033333333
YDL231C,0.372758572,0.185185185,0.264887422,0.132947977,0.182899715,0.071428571,0.200401009,0.142857143,0.261573122,0.142857143
YDL232W,0.001495918,0,0.001059119,0,0.000846484,0,0.001654997,0,0.001656051,0
YDL233W,0.424143288,0.253164557,0.320032622,0.193877551,0.252793452,0.125,0.330137756,0.222222222,0.451629504,0.2
YDL234C,0.32961544,0.260162602,0.209975898,0.162291169,0.144484372,0.111111111,0.245081629,0.175,0.294866209,0.2
YDL235C,0.043182543,0,0.028684131,0,0.021180328,0,0.019356316,0,0.038219559,0
YDL236W,0.151197265,0.118852459,0.124636933,0.09929078,0.093646315,0.066666667,0.115016366,0.06779661,0.139551349,0.081081081
YDL237W,0.239638729,0.1875,0.188868674,0.142857143,0.16587811,0.125,0.23273637,0.176470588,0.272283018,0.1875
YDL238C,0.343130577,0.319327731,0.247731076,0.231788079,0.18948791,0.181818182,0.335830963,0.307692308,0.41478049,0.333333333
YDL239C,0.457105119,0.352059925,0.319151982,0.245614035,0.280744798,0.230769231,0.545930693,0.416666667,0.556139746,0.444444444
YDL240C-A,0.295453868,0.231092437,0.159909312,0.125,0.115406722,0.104651163,0.323256764,0.255813953,0.311100062,0.255813953
YDL240W,0.233744243,0.19844358,0.161176204,0.137362637,0.114343862,0.1,0.259522023,0.222222222,0.248641207,0.222222222
YDL241W,1.64547203,1.903508772,1.544502971,1.798319328,1.441856288,1.56,1.004298685,1,2.187014143,2.375
YDL242W,0.486032635,0.343333333,0.326367178,0.227272727,0.271814581,0.197802198,0.626664992,0.44,0.57280211,0.42
YDL243C,0.150203306,0.107491857,0.146406708,0.103968254,0.139503813,0.101123596,0.196600958,0.136690647,0.199789143,0.14084507
YDL244W,0.034839986,0,0.02385547,0,0.018719604,0,0.026496969,0,0.034127067,0
YDL245C,0.146801927,0,0.117229049,0,0.052053111,0,0.081762174,0,0.082228371,0
YDL246C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YDL247W-A,nan,nan,nan,nan,0.205668581,0.205128205,nan,nan,0.501029601,0.5
YDL247W,0.40044586,0.4,0.30473553,0.304347826,0.000636943,0,nan,nan,0.001273885,0
YDL248W,1.363528851,1.185483871,0.905540509,0.787735849,0.96578535,0.825,1.197453767,1.052631579,1.262277079,1.043478261
YDR001C,0.297699504,0.171428571,0.251684218,0.15,0.163737302,0.076923077,0.167570222,0,0.301771121,0.1
YDR002W,0.135413187,0,0.082475489,0,0.07887893,0,0.10092445,0,0.13550478,0
YDR003W-A,0.035670165,0,0.027176001,0,0.022571006,0,0.051542622,0,0.054892488,0
YDR003W,0.195019848,0.162790698,0.169578259,0.13986014,0.167571566,0.133333333,0.103579524,0.083333333,0.154618566,0.111111111
YDR004W,0.174181102,0.14084507,0.145213394,0.11875,0.086264881,0.047619048,0.196685273,0.166666667,0.192315471,0.117647059
YDR005C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR006C,0.195716807,0.159509202,0.152188441,0.12173913,0.084060476,0.0625,0.167604152,0.133333333,0.180181552,0.142857143
YDR007W,0.296402847,0.350877193,0.255591294,0.296875,0.173287464,0.166666667,0.170478011,0.117647059,0.342248158,0.285714286
YDR008C,0.259735205,0.377358491,0.214970607,0.315352697,0.168878711,0.230769231,0.293032598,0.166666667,0.304290686,0.352941176
YDR009W,0.376853488,0.361111111,0.307016297,0.285714286,0.202275564,0.125,0.397319545,0.222222222,0.513242462,0.333333333
YDR010C,0.7376152,0.530864198,0.596545367,0.431216931,0.475293683,0.375,0.856808968,0.692307692,0.743744499,0.615384615
YDR011W,0.240161718,0.163043478,0.192313981,0.130434783,0.120643763,0.071428571,0.157044305,0.111111111,0.166171341,0.111111111
YDR012W,0.098950527,0,0.078758909,0,0.076237258,0,0.107136672,0,0.111381768,0
YDR013W,0.041051144,0,0.030059915,0,0.028607408,0,0.04530836,0,0.040648405,0
YDR014W-A,0.858253688,0.8125,0.621017509,0.584699454,0.563998236,0.526315789,1.235406328,1,1.19080125,1
YDR014W,0.433129847,0.352201258,0.316342427,0.256578947,0.286926809,0.225806452,0.559923923,0.5,0.647416498,0.5
YDR015C,0.599064452,0.686746988,0.553266771,0.636363636,0.537186081,0.578947368,0.936711199,1.083333333,0.881066263,0.916666667
YDR016C,0.284066374,0.196078431,0.196677138,0.134730539,0.180533891,0.108108108,0.292855525,0.166666667,0.384911712,0.2
YDR017C,0.318985121,0.227272727,0.234666063,0.168067227,0.175456368,0.117647059,0.211288749,0.166666667,0.31029446,0.1875
YDR018C,0.212253877,0.13559322,0.144555854,0.093220339,0.180557971,0.133333333,0.384519322,0.3125,0.353173596,0.266666667
YDR019C,0.202564294,0.151315789,0.159073991,0.120218579,0.155593973,0.111111111,0.226306811,0.157894737,0.222628023,0.133333333
YDR020C,0.077181087,0,0.053645087,0,0.037313218,0,0.062373677,0,0.089030611,0
YDR021W,0.088045997,0,0.080901332,0,0.071500129,0,0.076646797,0,0.115925753,0
YDR022C,0.543987202,0.365079365,0.387305904,0.258964143,0.351402237,0.235294118,0.575089451,0.212121212,0.71830736,0.5
YDR023W,0.053387146,0,0.036001776,0,0.004255844,0,0.048244282,0,0.035338923,0
YDR024W,0.993668057,0.603375527,0.820719091,0.5,0.429349515,0.368421053,0.453975662,0.363636364,0.587520678,0.6
YDR025W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR026C,0.714887878,0.695652174,0.548551278,0.535714286,0.392114752,0.333333333,0.762033075,0.4,1.014272358,0.666666667
YDR027C,0.350236546,0.267857143,0.267054498,0.202898551,0.161501771,0.111111111,0.157114677,0.076923077,0.248984687,0.153846154
YDR028C,0.254788719,0.233766234,0.204057708,0.173913043,0.143812874,0.111111111,0.31039439,0.25,0.26364322,0.222222222
YDR029W,0.215084744,0,0.123298497,0,0.130038104,0,0.233560041,0,0.285301602,0
